id,tail,head
2012,990,1002
2013,990,991
2014,991,992
2015,991,995
2016,992,994
2017,992,993
2018,993,994
2019,993,1121
2020,994,995
2021,995,996
2022,995,1058
2023,996,997
2024,996,1059
2025,997,1055
2026,997,998
2027,998,1002
2028,998,999
2029,998,1122
2030,999,1000
2031,999,22134
2032,1000,22134
2033,1000,1001
2034,1001,11263
2035,1002,22133
2036,1003,1004
2037,1060,1003
2038,1003,1057
2039,1004,1057
2040,1004,1005
2041,1005,1056
2042,1005,1006
2043,1006,1008
2044,1006,1007
2045,1007,1008
2046,1007,11262
2047,1008,11261
2048,1009,1010
2049,1009,5922
2050,1110,1009
2051,1010,1011
2052,1010,1109
2053,1011,1012
2054,1011,1013
2055,1012,5923
2056,1013,1022
2057,1013,1014
2058,1014,1015
2059,1014,1041
2060,1015,1040
2061,1016,1021
2062,1016,1020
2063,1017,19938
2064,1017,1029
2065,1018,11954
2066,1018,1019
2067,1018,1040
2068,1019,11953
2069,1020,1021
2070,1020,1110
2071,1021,1109
2072,1022,1041
2073,1023,1024
2074,1030,1023
2075,1024,11953
2076,1024,1025
2077,1025,1026
2078,1025,1031
2079,19938,1025
2080,1026,1027
2081,1026,1028
2082,10155,1027
2083,1027,19937
2084,1028,23475
2085,1028,1029
2086,1029,1112
2087,11952,1030
2088,1030,1031
2089,1031,20928
2090,1031,1032
2091,10154,1032
2092,1032,10155
2093,20928,1033
2094,1033,20929
2095,1033,1034
2096,1035,20798
2097,1035,1039
2098,1036,1037
2099,1036,1113
2100,1037,6779
2101,1037,1038
2102,1040,1041
2103,1042,1043
2104,1042,1051
2105,1043,1044
2106,1043,1049
2107,1044,1045
2108,1044,1046
2109,20794,1045
2110,1045,20795
2111,1046,1049
2112,1046,1047
2113,1047,1048
2114,1048,1051
2115,1049,1051
2116,1052,1053
2117,1052,12036
2118,12035,1052
2119,1053,14324
2120,1053,1054
2121,1054,3031
2122,20789,1054
2123,1348,1055
2124,1123,1055
2125,1055,1058
2126,1057,1056
2127,1056,1348
2128,1058,1121
2129,1060,1061
2130,14168,1060
2131,1060,1127
2132,1061,1086
2133,1061,1062
2134,1062,1098
2135,1062,1063
2136,1063,1100
2137,1063,1064
2138,1064,1097
2139,1064,1065
2140,1065,1066
2141,1065,1124
2142,1066,1067
2143,1067,1097
2144,1067,1068
2145,1068,1069
2146,1068,1093
2147,1069,1070
2148,1069,1094
2149,1070,1095
2150,1070,1071
2151,1071,1096
2152,1071,1072
2153,1072,1073
2154,1072,1077
2155,1103,1073
2156,1073,1074
2157,1073,11957
2158,11956,1074
2159,1074,11957
2160,1074,1075
2161,1075,11956
2162,1075,1076
2163,20797,1075
2164,1076,6780
2165,20797,1076
2166,1077,1102
2167,1077,1103
2168,1077,1085
2169,1078,1079
2170,1079,1080
2171,1079,20913
2172,1079,20908
2173,1080,1081
2174,1080,1082
2175,22253,1081
2176,1083,24159
2177,1083,1084
2178,1084,3094
2179,1085,1129
2180,1085,1086
2181,1086,1102
2182,1086,1128
2183,1087,2974
2184,1087,1091
2185,1087,1088
2186,1088,1092
2187,2953,1088
2188,1089,14168
2189,14167,1089
2190,1089,1090
2191,1090,14168
2192,1090,1125
2193,1090,22132
2194,1091,22126
2195,1091,1092
2196,1092,22123
2197,1093,1097
2198,1093,1094
2199,1094,1095
2200,1095,1102
2201,1098,1099
2202,1098,1100
2203,1099,1126
2204,1099,1127
2205,1100,1101
2206,1101,1124
2207,1101,1125
2208,1129,1103
2209,1104,3668
2210,1105,6714
2211,1106,4660
2212,1106,6048
2213,1107,11263
2214,11264,1107
2215,1109,1110
2216,1111,1112
2217,19937,1111
2218,1112,19937
2219,1113,6779
2220,11955,1113
2221,1113,1114
2222,1114,20926
2223,6780,1114
2224,1115,1116
2225,1115,20923
2226,22231,1115
2227,1116,1117
2228,1116,22249
2229,1117,1118
2230,1118,9500
2231,1119,1120
2232,1119,22248
2233,1120,22253
2234,22249,1120
2235,1122,1123
2236,1122,27423
2237,11265,1123
2238,1124,22132
2239,1125,1126
2240,1126,27421
2241,1127,27420
2242,22135,1129
2243,1130,21302
2244,1130,1131
2245,1130,8585
2246,1131,8584
2247,1131,1132
2248,1132,27714
2249,1132,1133
2250,1133,1134
2251,1133,27713
2252,1134,8147
2253,1134,1135
2254,1134,8726
2255,1135,8147
2256,1135,1136
2257,1136,9035
2258,1136,1137
2259,1137,9035
2260,1137,1138
2261,1138,4510
2262,1138,12362
2263,9985,1139
2264,1139,9986
2265,1139,1140
2266,14340,1140
2267,1140,4394
2268,1140,21607
2269,1141,1142
2270,4634,1141
2271,1141,1154
2272,1153,1142
2273,1142,1143
2274,1142,9981
2275,1143,9981
2276,1143,1144
2277,1143,1145
2278,1144,1145
2279,1144,11123
2280,1145,1147
2281,1145,1146
2282,1146,1147
2283,1148,1146
2284,1147,9980
2285,1147,1148
2286,1148,1149
2287,1148,9990
2288,1149,1150
2289,1149,1151
2290,1150,1152
2291,1150,1151
2292,1151,1152
2293,1152,1153
2294,1153,1154
2295,9980,1153
2296,1154,19440
2297,1155,1638
2298,1155,18249
2299,1156,1643
2300,1157,18373
2301,1157,1158
2302,1158,13396
2303,1158,18374
2304,1159,1160
2305,1159,14555
2306,1160,11310
2307,2135,1160
2308,1161,1162
2309,1161,18363
2310,1162,1163
2311,1162,18336
2312,1162,18359
2313,1163,1164
2314,1163,1647
2315,1164,1165
2316,1164,18354
2317,1165,13370
2318,1165,6184
2319,1166,13396
2320,1166,13397
2321,1166,1167
2322,1167,1168
2323,1167,13395
2324,1167,13394
2325,1168,1169
2326,1168,19957
2327,1168,19958
2328,1169,13402
2329,1169,1170
2330,1169,18257
2331,1170,13403
2332,1170,19955
2333,1170,26441
2334,1171,3678
2335,13653,1171
2336,1171,1172
2337,1172,13655
2338,1172,13654
2339,3677,1172
2340,1173,1174
2341,1173,2489
2342,1173,2490
2343,1174,1175
2344,6472,1174
2345,1175,6473
2346,1175,1176
2347,1175,19108
2348,1176,1177
2349,1176,2532
2350,1177,6474
2351,1177,1178
2352,1178,1179
2353,1178,6512
2354,1179,6487
2355,1179,1183
2356,1180,1181
2357,1180,2476
2358,1180,2474
2359,1181,1182
2360,1181,22082
2361,1182,2495
2362,1182,2474
2363,1183,1184
2364,1183,6564
2365,1184,6514
2366,1184,1185
2367,1185,6505
2368,1185,1186
2369,1186,2570
2370,1186,2535
2371,6506,1186
2372,1187,2501
2373,1187,1188
2374,1187,19053
2375,1187,2470
2376,1188,2501
2377,1188,1189
2378,1189,1190
2379,1189,2469
2380,1190,19063
2381,1190,1191
2382,1191,2499
2383,1191,1192
2384,1192,1199
2385,1192,6087
2386,1192,1198
2387,1193,1194
2388,1193,13974
2389,1193,13973
2390,1194,13975
2391,1194,1195
2392,1195,1196
2393,1195,19062
2394,1196,1197
2395,1196,19061
2396,1197,2432
2397,1197,1198
2398,1198,19008
2399,1199,1200
2400,1199,2485
2401,1199,2499
2402,1200,2472
2403,1200,1201
2404,1201,2494
2405,1201,1202
2406,1202,1203
2407,1202,2434
2408,1203,2475
2409,1203,1204
2410,1204,2449
2411,1204,1205
2412,1205,1206
2413,11751,1205
2414,1213,1206
2415,1206,1207
2416,1206,19110
2417,1207,11751
2418,1207,1208
2419,1207,11750
2420,1208,11752
2421,1208,1209
2422,1209,2416
2423,1209,1210
2424,1210,2488
2425,1210,2493
2426,1210,2491
2427,1211,1212
2428,2019,1211
2429,1211,13745
2430,1211,6470
2431,1212,1213
2432,1212,2483
2433,1212,13630
2434,6469,1213
2435,1213,6469
2436,1213,21011
2437,1214,3132
2438,1214,3135
2439,1214,1215
2440,1215,3125
2441,1215,3126
2442,1215,1216
2443,18076,1216
2444,1216,3142
2445,1217,1225
2446,1217,10850
2447,27131,1217
2448,10854,1218
2449,1218,1219
2450,1218,2198
2451,2637,1219
2452,1219,1220
2453,1220,1221
2454,1220,1224
2455,1221,1222
2456,1221,2641
2457,1222,1223
2458,1222,10850
2459,1223,2636
2460,1224,1225
2461,10850,1224
2462,1225,10852
2463,1226,1227
2464,18081,1226
2465,1226,27133
2466,1227,1228
2467,27130,1227
2468,1227,27128
2469,1228,1229
2470,27130,1228
2471,1229,1230
2472,1229,2187
2473,1230,2179
2474,1230,2181
2475,1231,1232
2476,1231,1233
2477,1231,19712
2478,1232,1235
2479,2185,1232
2480,1233,2187
2481,1233,2181
2482,1233,2174
2483,1234,1235
2484,1234,1257
2485,1234,19712
2486,1235,2162
2487,1235,1236
2488,27191,1236
2489,1236,2186
2490,1237,1238
2491,18080,1237
2492,1237,18081
2493,1238,1254
2494,1238,2415
2495,27128,1238
2496,1239,2402
2497,1239,2403
2498,1239,1240
2499,1240,4855
2500,1240,1241
2501,1241,1242
2502,1241,4857
2503,1242,1243
2504,1242,1253
2505,1243,1244
2506,1243,11298
2507,1244,4865
2508,1244,1245
2509,1245,4866
2510,1245,10855
2511,1245,1247
2512,1246,1247
2513,1246,10854
2514,1246,4911
2515,10853,1246
2516,1247,1248
2517,1248,11300
2518,1248,1249
2519,1249,11300
2520,1249,1250
2521,1250,5066
2522,1250,4913
2523,1251,5074
2524,1251,4868
2525,1251,1252
2526,1252,5071
2527,1252,4862
2528,1253,11298
2529,1253,5072
2530,1254,5720
2531,1254,18080
2532,15900,1254
2533,1255,1256
2534,1255,2156
2535,1255,2168
2536,1256,1257
2537,1256,2157
2538,1256,27123
2539,1257,2158
2540,1276,1258
2541,1258,2115
2542,1258,1259
2543,2123,1259
2544,1259,1260
2545,1260,1261
2546,1260,15745
2547,1261,15745
2548,1261,1262
2549,1262,19630
2550,1262,1263
2551,1263,20886
2552,20886,1263
2553,1263,10776
2554,1264,15749
2555,27144,1264
2556,1264,1265
2557,1265,1266
2558,1265,15744
2559,1266,1267
2560,1266,1268
2561,18836,1267
2562,1267,2008
2563,1268,2008
2564,1268,15741
2565,1268,15739
2566,1269,2117
2567,1269,1270
2568,1270,2116
2569,1271,1272
2570,1272,13877
2571,1272,9956
2572,9964,1272
2573,1278,1273
2574,1273,1274
2575,1273,1345
2576,1274,11781
2577,1274,1275
2578,1275,1284
2579,1275,15748
2580,1276,1277
2581,1276,15745
2582,1279,1276
2583,1277,1279
2584,1277,1278
2585,6112,1278
2586,15748,1279
2587,1280,27702
2588,1280,1281
2589,27660,1280
2590,9963,1280
2591,1280,9964
2592,27660,1281
2593,1281,1282
2594,1281,15759
2595,1282,6113
2596,1282,1283
2597,1283,1284
2598,1283,11781
2599,1284,9956
2600,1284,15748
2601,1285,1286
2602,9962,1285
2603,1285,9963
2604,1286,9965
2605,1286,1287
2606,27139,1286
2607,1287,15761
2608,1287,1288
2609,1288,1289
2610,1288,14869
2611,1289,1290
2612,1289,6114
2613,1290,1291
2614,1290,14158
2615,1291,24507
2616,1291,1292
2617,1292,1293
2618,1292,11781
2619,1293,6115
2620,11775,1293
2621,1293,2011
2622,1294,1295
2623,1294,11775
2624,1294,11776
2625,1295,11776
2626,1295,1296
2627,1296,6933
2628,1298,1296
2629,11774,1297
2630,1297,6931
2631,1297,1298
2632,6932,1298
2633,1299,1300
2634,27135,1299
2635,9538,1299
2636,1299,2152
2637,1300,1301
2638,2151,1300
2639,1300,9538
2640,1301,2151
2641,1301,1302
2642,1302,26906
2643,9548,1302
2644,1302,9549
2645,1303,1304
2646,1303,2034
2647,1303,1992
2648,1304,2038
2649,1304,2030
2650,1305,1306
2651,1305,1343
2652,1305,6116
2653,1306,1327
2654,1306,1307
2655,1307,6931
2656,1307,11779
2657,1308,1309
2658,26603,1308
2659,1308,26601
2660,1309,18824
2661,1309,18823
2662,1310,1311
2663,26574,1310
2664,1310,27135
2665,1311,1312
2666,1311,1313
2667,1312,1314
2668,5769,1312
2669,1313,1318
2670,1313,1314
2671,1314,5770
2672,9965,1315
2673,1315,1316
2674,1315,26574
2675,1316,1317
2676,1316,27693
2677,1317,1318
2678,1317,27691
2679,1318,1319
2680,1319,1320
2681,1319,1321
2682,5770,1320
2683,1320,5771
2684,1321,27136
2685,1321,1322
2686,1322,9969
2687,1322,9970
2688,1323,1324
2689,1323,11779
2690,1323,11780
2691,1324,1325
2692,1324,11779
2693,1325,1342
2694,1325,1326
2695,1326,1340
2696,1326,1327
2697,1327,13803
2698,1328,3308
2699,1328,2029
2700,1328,2027
2701,1329,2026
2702,1329,1330
2703,1329,10846
2704,1330,18833
2705,1330,1331
2706,1331,1332
2707,1331,2194
2708,1332,1333
2709,1332,2192
2710,1333,2189
2711,1333,18831
2712,1334,1341
2713,1334,1335
2714,1334,2189
2715,1335,1336
2716,1335,1342
2717,1336,1337
2718,1336,2191
2719,1337,2193
2720,1337,1338
2721,1338,2042
2722,1338,2043
2723,1338,2037
2724,1339,13807
2725,1339,1340
2726,1339,18835
2727,1340,18835
2728,1340,1342
2729,1341,2009
2730,1341,1342
2731,1343,1344
2732,1343,6117
2733,1344,1345
2734,1344,3309
2735,1345,2011
2736,1346,1347
2737,1346,26539
2738,6902,1346
2739,1347,1348
2740,1347,11262
2741,1349,1350
2742,1349,1514
2743,1349,1382
2744,1350,1509
2745,1350,1351
2746,1351,1384
2747,1351,1383
2748,1352,1399
2749,1352,1356
2750,1352,1353
2751,1353,1354
2752,1353,1357
2753,1353,1396
2754,1354,1400
2755,1354,1355
2756,1354,1358
2757,1355,1365
2758,1355,1366
2759,1356,1357
2760,1356,1398
2761,1357,1397
2762,1357,1358
2763,1358,1386
2764,1359,12628
2765,1359,1403
2766,1359,1360
2767,1360,1393
2768,1360,1368
2769,1361,1362
2770,1361,1372
2771,1361,3620
2772,1362,1371
2773,1362,1363
2774,1363,1364
2775,1363,13304
2776,1364,1365
2777,1364,13312
2778,1365,16988
2779,1366,1367
2780,1366,16990
2781,1367,16993
2782,1367,1390
2783,1368,1369
2784,1368,13312
2785,1369,1370
2786,1369,1405
2787,1370,1405
2788,1370,1371
2789,1371,1372
2790,1371,16994
2791,1372,3621
2792,1373,1374
2793,1373,12630
2794,1373,1435
2795,1375,1410
2796,1375,1411
2797,1375,1376
2798,1376,1408
2799,1376,1436
2800,1377,1379
2801,1377,1378
2802,1377,12631
2803,1378,1379
2804,1378,1380
2805,1379,1381
2806,1380,1381
2807,1380,1382
2808,1381,1383
2809,1382,1383
2810,1384,1385
2811,1384,1388
2812,1385,1389
2813,1385,1386
2814,1386,1397
2815,1387,1512
2816,1387,1513
2817,1387,1388
2818,1388,1389
2819,1388,1391
2820,1389,1390
2821,1389,1392
2822,1390,16992
2823,1391,1512
2824,1391,1457
2825,1391,1392
2826,1392,1457
2827,1392,13313
2828,1393,1394
2829,1393,1404
2830,1394,1395
2831,1394,1402
2832,1395,1396
2833,1395,13311
2834,1396,1400
2835,1396,1399
2836,1397,12629
2837,1397,1398
2838,1398,12629
2839,1399,1401
2840,1400,13311
2841,1401,1402
2842,1401,1403
2843,1402,1403
2844,1404,13311
2845,1404,13312
2846,1405,13312
2847,1406,1407
2848,1407,1408
2849,1407,1434
2850,1407,1436
2851,1408,1409
2852,1408,1433
2853,1410,1514
2854,1410,1460
2855,1411,1412
2856,1411,1461
2857,1412,1462
2858,1412,1413
2859,1413,1414
2860,1413,1462
2861,1415,1423
2862,1415,1416
2863,1415,1417
2864,1416,1424
2865,1416,1429
2866,1417,1430
2867,1417,1418
2868,1418,1419
2869,1418,1421
2870,1419,1422
2871,1419,1420
2872,1419,1520
2873,1421,1422
2874,1421,1430
2875,1422,13280
2876,1423,21152
2877,1423,1424
2878,1424,1425
2879,1424,1425
2880,1425,1426
2881,1426,1520
2882,1426,13281
2883,1426,1427
2884,1427,1428
2885,1427,1518
2886,1430,1431
2887,1430,13286
2888,1432,1433
2889,1433,1434
2890,1433,12631
2891,1434,1435
2892,1435,12629
2893,1436,1438
2894,1436,1437
2895,1439,3615
2896,1439,1440
2897,1439,3616
2898,1440,1451
2899,1440,1441
2900,1441,1506
2901,1441,1442
2902,1442,1448
2903,1442,1443
2904,1443,1444
2905,1443,13318
2906,1444,1445
2907,1444,1446
2908,1445,13310
2909,1445,1447
2910,1448,1451
2911,1448,1449
2912,1449,1452
2913,1449,1450
2914,1450,1452
2915,1450,1453
2916,1451,1452
2917,1453,13318
2918,1453,13309
2919,1454,1500
2920,1454,1507
2921,1454,1455
2922,1455,1505
2923,1455,1456
2924,1457,13317
2925,1457,13313
2926,1458,1506
2927,1458,1459
2928,1458,13320
2929,1459,1502
2930,1459,3614
2931,1460,1465
2932,1460,1466
2933,1460,1461
2934,1461,1462
2935,1463,1470
2936,1463,1464
2937,1463,1468
2938,1466,1467
2939,1466,1468
2940,1468,1469
2941,1470,1496
2942,1470,1471
2943,1471,1484
2944,1471,13125
2945,1472,13111
2946,1472,1473
2947,1472,13110
2948,1473,1474
2949,1473,13110
2950,1473,17239
2951,1474,17233
2952,1474,1475
2953,1475,17482
2954,1475,1476
2955,1476,1477
2956,1476,17245
2957,1477,1478
2958,1477,13168
2959,1478,1479
2960,1478,17246
2961,1479,1480
2962,1479,1489
2963,1480,17229
2964,1480,1481
2965,1481,13163
2966,1481,1482
2967,1481,13164
2968,1482,1483
2969,1482,1486
2970,1482,13166
2971,1483,1484
2972,1483,17483
2973,1484,17484
2974,1485,1486
2975,1486,1496
2976,1487,1493
2977,1487,1488
2978,1487,13166
2979,1488,1491
2980,1488,13164
2981,1489,17247
2982,1489,1490
2983,1490,1491
2984,1490,13167
2985,1491,1492
2986,1491,13165
2987,1492,1493
2988,1492,1494
2989,1493,1494
2990,1494,1495
2991,1494,13165
2992,1496,12632
2993,1497,13322
2994,1498,1499
2995,1499,1500
2996,1499,1504
2997,1500,1501
2998,1502,1503
2999,1502,1504
3000,1504,1505
3001,1505,1506
3002,1507,13313
3003,1507,1508
3004,1509,1510
3005,1509,1511
3006,1512,13317
3007,1514,1515
3008,1516,1517
3009,1517,1518
3010,1517,1520
3011,1518,1519
3012,1521,1522
3013,1523,1524
3014,1523,20650
3015,1523,11490
3016,1524,1528
3017,1524,1525
3018,1525,18821
3019,1525,27957
3020,1526,20652
3021,1526,1527
3022,1526,3531
3023,1528,3755
3024,1528,19848
3025,1529,1530
3026,1529,1546
3027,1529,1555
3028,1529,1544
3029,1530,1531
3030,1530,14547
3031,1531,1532
3032,1531,1547
3033,1532,1533
3034,1532,1540
3035,1533,14547
3036,1533,1534
3037,1534,1548
3038,1534,1535
3039,1534,1551
3040,1535,1549
3041,1535,1536
3042,1536,1549
3043,1536,1537
3044,1537,1552
3045,1537,1538
3046,1617,1538
3047,10157,1538
3048,1538,14548
3049,1539,1540
3050,1539,14549
3051,1539,1550
3052,1540,1548
3053,1540,1547
3054,1541,14622
3055,1541,1542
3056,1542,17101
